numeric_id,unique_id,original_id,display_name,type,category,disposition,target,authority,note,final_fcc13e_status,final_action
253,VXL_ITM_MagicEquipment_BlankSpellbook,item.weapon.spellbook_blank,Blank Spellbook,item,Magic Equipment / Spellbook,DEFER / EQUIPMENT REVIEW,Blank Spellbook,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
254,VXL_ITM_Armour_IronHelmet,item.armor.iron_helmet,Iron Helmet,item,Armour / Heavy,DEFER / EQUIPMENT REVIEW,Iron Helmet,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
255,VXL_ITM_Armour_IronChestplate,item.armor.iron_chestplate,Iron Chestplate,item,Armour / Heavy,DEFER / EQUIPMENT REVIEW,Iron Chestplate,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
256,VXL_ITM_Armour_ApprenticeMageRobe,item.armor.mage_robe_apprentice,Apprentice Mage Robe,item,Armour / Magic Cloth,DEFER / EQUIPMENT REVIEW,Apprentice Mage Robe,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
257,VXL_ITM_Equipment_IronShield,item.equipment.iron_shield,Iron Shield,item,Equipment / Shield,DEFER / EQUIPMENT REVIEW,Iron Shield,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
258,VXL_ITM_Equipment_ToolBelt,item.equipment.tool_belt,Tool Belt,item,Equipment / Utility,DEFER / EQUIPMENT REVIEW,Tool Belt,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
259,VXL_ITM_Food_RoastedMushroom,item.food.roasted_mushroom,Roasted Mushroom,item,Food / Meal,DEFER / CONTENT REVIEW,Roasted Mushroom,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
260,VXL_ITM_Food_VillageMealPack,item.food.village_meal_pack,Village Meal Pack,item,Food / Ration,DEFER / CONTENT REVIEW,Village Meal Pack,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
261,VXL_ITM_Drink_HerbalTea,item.drink.herbal_tea,Herbal Tea,item,Drink / Buff,DEFER / CONTENT REVIEW,Herbal Tea,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
262,VXL_ITM_Consumable_HealingPoultice,item.consumable.healing_poultice,Healing Poultice,item,Consumable / Medicine,DEFER / CONTENT REVIEW,Healing Poultice,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
263,VXL_ITM_Consumable_BasicHealingPotion,item.consumable.healing_potion_basic,Basic Healing Potion,item,Consumable / Potion,DEFER / CONTENT REVIEW,Basic Healing Potion,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
264,VXL_ITM_Consumable_MinorRecallScroll,item.consumable.scroll_recall_minor,Minor Recall Scroll,item,Consumable / Scroll,DEFER / CONTENT REVIEW,Minor Recall Scroll,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
265,VXL_ITM_Currency_SilverTradeCoin,item.economy.trade_coin_silver,Silver Trade Coin,item,Currency / Economy,DEFER / ECONOMY BINDING,Silver Trade Coin,FCC-01 ECONOMY + POC,Currency is not universally fixed; this POC row must not become universal money by inheritance.,LEGACY ECONOMY OBJECT — NOT UNIVERSAL CURRENCY,Retain only with a defined issuer/economic context. Otherwise use compatibility/deprecated handling; never promote to universal legal tender by inheritance.
266,VXL_ITM_TradeGood_GrainSack,item.economy.grain_sack,Grain Sack,item,Trade Good / Food,DEFER / CONTENT REVIEW,Grain Sack,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
267,VXL_ITM_TradeGood_ToolBundle,item.economy.tool_bundle,Tool Bundle,item,Trade Good / Tools,DEFER / CONTENT REVIEW,Tool Bundle,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
268,VXL_ITM_TradeGood_GuardWeaponBundle,item.economy.guard_weapon_bundle,Guard Weapon Bundle,item,Trade Good / Defence,DEFER / CONTENT REVIEW,Guard Weapon Bundle,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
269,VXL_ITM_TradeGood_MedicalBundle,item.economy.medical_bundle,Medical Bundle,item,Trade Good / Medicine,DEFER / CONTENT REVIEW,Medical Bundle,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
270,VXL_ITM_TradeGood_FestivalGoods,item.economy.festival_goods,Festival Goods,item,Trade Good / Culture,DEFER / CONTENT REVIEW,Festival Goods,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
271,VXL_ITM_Loot_WolfPelt,item.loot.wolf_pelt,Wolf Pelt,item,Loot / Hide,DEFER / LOOT REVIEW,Wolf Pelt,POC EVIDENCE,Exact drop/creature provenance is not established by FCC-12.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
272,VXL_ITM_Loot_BeastFang,item.loot.beast_fang,Beast Fang,item,Loot / Trophy Component,DEFER / LOOT REVIEW,Beast Fang,POC EVIDENCE,Exact drop/creature provenance is not established by FCC-12.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
273,VXL_ITM_MagicLoot_WeakWispCore,item.loot.wisp_core_weak,Weak Wisp Core,item,Magic Loot / Core,COMPONENT / DEFER EXACT,Weak Wisp Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
274,VXL_ITM_Loot_BanditBadge,item.loot.bandit_badge,Bandit Badge,item,Loot / Proof,DEFER / LOOT REVIEW,Bandit Badge,POC EVIDENCE,Exact drop/creature provenance is not established by FCC-12.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
275,VXL_ITM_Treasure_AncientCoin,item.treasure.ancient_coin,Ancient Coin,item,Treasure / Relic Currency,DEFER / CONTENT REVIEW,Ancient Coin,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
276,VXL_ITM_Knowledge_BlankRecipeScroll,item.knowledge.recipe_scroll_blank,Blank Recipe Scroll,item,Knowledge / Writable,DEFER / CONTENT REVIEW,Blank Recipe Scroll,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
277,VXL_ITM_Knowledge_VillageConstructionPlan,item.knowledge.village_construction_plan,Village Construction Plan,item,Knowledge / Blueprint,DEFER / CONTENT REVIEW,Village Construction Plan,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
278,VXL_ITM_Knowledge_CultureCustomsBook,item.knowledge.culture_customs_book,Culture Customs Book,item,Knowledge / Culture,DEFER / CONTENT REVIEW,Culture Customs Book,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
279,VXL_ITM_Key_RustedOldKey,item.key.rusted_old_key,Rusted Old Key,item,Key / Dungeon,DEFER / CONTENT REVIEW,Rusted Old Key,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
280,VXL_ITM_Key_BrokenSealFragment,item.key.broken_seal_fragment,Broken Seal Fragment,item,Key / Story,DEFER / CONTENT REVIEW,Broken Seal Fragment,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
281,VXL_ITM_RefinedMaterial_ArcaneAlloyIngot,item.material.arcane_alloy_ingot,Arcane Alloy Ingot,item,Refined Material / Magitech,MATERIAL/FORM REVIEW,Arcane Alloy Ingot,POC EVIDENCE + FCC-12,"Resolve underlying canonical material, form and transformation explicitly before rebinding.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
282,VXL_ITM_RefinedMaterial_MythrilIngot,item.material.mythril_ingot,Mythril Ingot,item,Refined Material / Magical Metal,FORM / REBIND CANONICAL,Mythril + ingot form,LOCKED FCC-12,Mythril is canonical; ingot is a form.,CANONICAL REBIND / GENERATED FORM / STATE,Mythril + ingot form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
283,VXL_ITM_DimensionItem_FaeSeed,item.realm.fae_seed,Fae Seed,item,Dimension Item / Nature,CATEGORY / LEGACY,specific authored seed/plant where known,LOCKED FCC-12,"Fae Seed is category/flavour/legacy terminology, not a major exact material.",CANONICAL REBIND / GENERATED FORM / STATE,specific authored seed/plant where known. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
284,VXL_ITM_DimensionItem_InfernalAsh,item.realm.infernal_ash,Infernal Ash,item,Dimension Item / Infernal,REBIND CANONICAL,Infernal Ash,LOCKED FCC-12,Canonical Ashen material.,CANONICAL REBIND / GENERATED FORM / STATE,Infernal Ash. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
285,VXL_ITM_DimensionItem_DeepForgeEmber,item.realm.deep_forge_ember,Deep Forge Ember,item,Dimension Item / Deep Forge,MIGRATE CONTEXTUALLY,Deepfire Ember only if source/context confirms equivalence,LOCKED FCC-12 BOUNDARY,Do not create a new Deep Forge Ember material without evidence.,CANONICAL CONTEXTUAL MIGRATION,Deepfire Ember only if source/context confirms equivalence. Resolve by locked context; do not preserve the obsolete identity as active canon.
286,VXL_ITM_ForbiddenMagicComponent_ShadowEssence,item.magic.essence_shadow,Shadow Essence,item,Forbidden Magic Component,DEFER / UNCONFIRMED,Shadow Essence,POC EVIDENCE,No current FCC-12 exact material/component target established.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
287,VXL_ITM_GolemancyComponent_ClayGolemHeart,item.magic.heart_golem_clay,Clay Golem Heart,item,Golemancy Component,COMPONENT / DEFER EXACT,Clay Golem Heart,POC EVIDENCE,"Manufactured component semantics are valid, but exact POC component survival/recipe remains unbound.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
288,VXL_MCH_MagicMachineComponent_RuneEngineCore,item.component.rune_engine_core,Rune Engine Core,item,Magic Machine Component / Power,COMPONENT / DEFER EXACT,Rune Engine Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
289,VXL_MCH_MagicMachineComponent_PortalStabiliser,item.component.portal_stabiliser,Portal Stabiliser,item,Magic Machine Component / Portal,COMPONENT / DEFER EXACT,Portal Stabiliser,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
290,VXL_MCH_GolemancyComponent_GolemCommandGlyph,item.component.golem_command_glyph,Golem Command Glyph,item,Golemancy Component / Logic,COMPONENT / DEFER EXACT,Golem Command Glyph,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
291,VXL_MCH_Relic_AncientMachineCore,item.artifact.ancient_machine_core,Ancient Machine Core,item,Relic / Ancient Tech,COMPONENT / DEFER EXACT,Ancient Machine Core,POC EVIDENCE,"Treat as a manufactured component, not material. Current sources do not by themselves prove the exact component survives unchanged.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
292,VXL_ITM_Relic_LivingCrownSeed,item.artifact.living_crown_seed,Living Crown Seed,item,Relic / Nature,DEFER / PROVENANCE OBJECT REVIEW,Living Crown Seed,POC EVIDENCE,"Relic status is provenance/content, not a material tier. Exact object requires later canonical support.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
293,VXL_ITM_Relic_VoidCompass,item.artifact.void_compass,Void Compass,item,Relic / Navigation,DEFER / PROVENANCE OBJECT REVIEW,Void Compass,POC EVIDENCE,"Relic status is provenance/content, not a material tier. Exact object requires later canonical support.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
294,VXL_ITM_Weapon_MythrilSpellblade,item.weapon.mythril_spellblade,Mythril Spellblade,item,Weapon / Hybrid,DEFER / EQUIPMENT REVIEW,Mythril Spellblade,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
295,VXL_ITM_Weapon_MasterRuneStaff,item.weapon.rune_staff_master,Master Rune Staff,item,Weapon / Magic Focus,DEFER / EQUIPMENT REVIEW,Master Rune Staff,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
296,VXL_ITM_Armour_ArcaneEngineerCoat,item.armor.arcane_engineer_coat,Arcane Engineer Coat,item,Armour / Utility Magic,DEFER / EQUIPMENT REVIEW,Arcane Engineer Coat,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
297,VXL_ITM_Equipment_LinkedSatchel,item.equipment.linked_satchel,Linked Satchel,item,Equipment / Magic Storage,DEFER / EQUIPMENT REVIEW,Linked Satchel,POC EVIDENCE,"Equipment concept may fit Leyforge, but exact POC object is not proven by FCC-12 and must not be auto-promoted.",POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
298,VXL_ITM_CultureTradeGood_DwarvenGearwork,item.economy.dwarven_gearwork,Dwarven Gearwork,item,Culture Trade Good / Dwarf,DEFER / CONTENT REVIEW,Dwarven Gearwork,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
299,VXL_ITM_CultureTradeGood_ElvenLivingThread,item.economy.elven_living_thread,Elven Living Thread,item,Culture Trade Good / Elf,DEFER / CONTENT REVIEW,Elven Living Thread,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
300,VXL_ITM_CultureTradeGood_GoblinClockworkJunk,item.economy.goblin_clockwork_junk,Goblin Clockwork Junk,item,Culture Trade Good / Goblin,DEFER / CONTENT REVIEW,Goblin Clockwork Junk,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
301,VXL_ITM_Knowledge_AncientPortalRubbing,item.knowledge.portal_rubbing,Ancient Portal Rubbing,item,Knowledge / Dimension,DEFER / CONTENT REVIEW,Ancient Portal Rubbing,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
302,VXL_ITM_Knowledge_BossWeaknessCodex,item.knowledge.boss_weakness_codex,Boss Weakness Codex,item,Knowledge / Combat,DEFER / CONTENT REVIEW,Boss Weakness Codex,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
303,VXL_ITM_Trophy_CapturedRaiderBanner,item.trophy.raider_banner,Captured Raider Banner,item,Trophy / Faction,DEFER / CONTENT REVIEW,Captured Raider Banner,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
304,VXL_ITM_MonsterDrop_DrakeScale,item.trophy.drake_scale,Drake Scale,item,Monster Drop / Rare Trophy,DEFER / LOOT REVIEW,Drake Scale,POC EVIDENCE,Exact drop/creature provenance is not established by FCC-12.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
305,VXL_ITM_QuestItem_FactionSeal,item.quest.faction_seal,Faction Seal,item,Quest Item / Diplomacy,DEFER / CONTENT REVIEW,Faction Seal,POC EVIDENCE,No FCC-12 material decision makes this exact gameplay object canonical. Preserve as migration/content evidence for later FCC-13 binding.,POC-ONLY / NOT PROMOTED,FCC-13 does not have sufficient locked owner support for this exact POC object. Exclude from normal canonical worldgen/crafting. Preserve as leyforge_test when useful; use leyforge_compat for old-save instances; an owning system may later author a new canonical object through normal governance.
306,VXL_ITM_DimensionMaterial_VoidstoneShard,item.material.voidstone_shard,Voidstone Shard,item,Dimension Material / Void,DEFER / MIGRATION-ONLY,future/deferred Voidstone-derived content only if later canon restores it,LOCKED FCC-12,No active current Voidstone material progression.,MIGRATION-ONLY / FUTURE-DEFERRED,future/deferred Voidstone-derived content only if later canon restores it. Not active current progression; old save references remain migration/compatibility data.
307,VXL_ITM_DimensionMaterial_CelestialMetalFragment,item.material.celestial_fragment,Celestial Metal Fragment,item,Dimension Material / Celestial,FORM / REBIND CANONICAL,Celestial Metal + fragment form,LOCKED FCC-12,Celestial Metal is canonical; fragment is a physical form/product.,CANONICAL REBIND / GENERATED FORM / STATE,Celestial Metal + fragment form. Use FCC-13A/B identity/projection rules; old POC ID becomes migration alias where safe.
308,VXL_ITM_DimensionItem_DreamGlassShard,item.realm.dream_glass_shard,Dream Glass Shard,item,Dimension Item / Dream,MIGRATE CONTEXTUALLY,"Lucid Glass + shard form, or documented Lucid Glass state/product",LOCKED FCC-12,Legacy Dream Glass name must resolve through Lucid Glass semantics.,CANONICAL CONTEXTUAL MIGRATION,"Lucid Glass + shard form, or documented Lucid Glass state/product. Resolve by locked context; do not preserve the obsolete identity as active canon."
309,VXL_MCH_Automation_BasicMechanicalMiner,automation.machine.basic_miner,Basic Mechanical Miner,block,Automation / Machine,SYSTEM CANDIDATE / REBIND,Basic Mechanical Miner,PROJECT ARCHITECTURE + POC,"Concept aligns with established logistics/power/automation direction; exact ID, object model and progression status remain unbound.",CANONICAL SYSTEM ARCHETYPE REBIND,Redirect/rebind legacy row to the modern Mechanical Miner archetype under FCC-13B/C. Preserve old ID as migration alias where semantically exact.
